# post-mediated xDR export — synthetic, generated by gen-postmed-xdr.py — all timestamps are UTC
REC_SEQ|MED_FILE_ID|SWITCH_ID|REC_TYPE|IMSI|MSISDN|OTHER_PARTY|CELL_ID|APN|START_AT|EVENT_DATE|DURATION_SEC|BYTES_UP|BYTES_DOWN|RATED_AMOUNT|CURRENCY|ROAM_FLAG|MED_STATUS|IMEI|DIRECTION
20260903-000250|MED-20260903-001|MSC-NORTH-01|VOICE|001030037262008|995418638085|991799787646|04316-069|NULL|2026-09-03 01:42:21|2026-09-03|1271|||2.3099|XTS|HOME|RATED|009560680673040|MOC
20260903-000251|MED-20260903-001|MME-SOUTH-03|DATA|001030462989512|999119172479|N/A|52811-173|mms.test|2026-09-03 07:40:21|2026-09-03|6086|975876|26463806|0.3921|XTS|HOME|RATED|008378658779680|NA
20260903-000252|MED-20260903-001|MSC-NORTH-02|VOICE|001030032361279|994752517356|996016197557|25986-125|NULL|2026-09-03 19:55:07|2026-09-03|747|||0.6137|XTS|HOME|RATED|003957635726570|MOC
20260903-000253|MED-20260903-001|MSC-NORTH-02|VOICE|001190356886398|996758769470|995943285693|55057-221|NULL|2026-09-03 23:42:09|2026-09-03|2651|||1.2800|XTS|HOME|RATED|006424308459650|MOC
20260903-000254|MED-20260903-001|MSC-NORTH-02|SMS|001060828754868|993690604339|993338830223|36855-134|NULL|2026-09-03 07:55:21|2026-09-03|0|||0.0731|XTS|HOME|RATED|008739622842910|MOC
20260903-000255|MED-20260903-001|MSC-NORTH-01|VOICE|001190345450372|995482451311|998464181049|59996-108|NULL|2026-09-03 16:24:19|2026-09-03|3334|||7.9753|XTS|HOME|RATED|004948278643090|MTC
20260903-000256|MED-20260903-001|MSC-NORTH-02|SMS|001060877076625|998464181049|993976433400|46751-181|NULL|2026-09-03 00:14:03|2026-09-03|0|||0.0672|XTS|HOME|RATED|005623917509070|MTC
20260903-000257|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030043728830|994901947488|N/A|47494-079|ims.test|2026-09-03 11:55:12|2026-09-03|5178|4267972|70507324|0.8146|XTS|HOME|RATED|002439802156580|NA
20260903-000258|MED-20260903-001|MSC-NORTH-01|VOICE|001190191290479|998631373554|996363130700|27089-221|NULL|2026-09-03 14:12:11|2026-09-03|1983|||4.0444|XTS|NATIONAL|RATED|003211543294570|MTC
20260903-000259|MED-20260903-001|MSC-NORTH-01|SMS|001190345450372|995482451311|994557436553|14323-003|NULL|2026-09-03 10:29:53|2026-09-03|0|||0.0277|XTS|INTL|RATED|004948278643090|MOC
20260903-000260|MED-20260903-001|MSC-NORTH-01|VOICE|001030768246898|994470438935|998857840092|56893-019|NULL|2026-09-03 18:46:48|2026-09-03|3134|||16.0608|XTS|HOME|RATED|009628727659560|MOC
20260903-000261|MED-20260903-001|MSC-NORTH-01|VOICE|001060788617218|996016197557|996758769470|61176-027|NULL|2026-09-03 04:14:19|2026-09-03|19|||0.0725|XTS|NATIONAL|RATED|006340766124990|MTC
20260903-000262|MED-20260903-001|MSC-NORTH-01|SMS|001030912557166|990739454802|992157628747|37325-169|NULL|2026-09-03 01:58:05|2026-09-03|0|||0.0720|XTS|HOME|RATED|006512966271390|MOC
20260903-000263|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190169112955|995923189224|N/A|42717-128|mms.test|2026-09-03 10:19:19|2026-09-03|4212|4481030|18520028|0.3987|XTS|HOME|RATED|001972117556340|NA
20260903-000264|MED-20260903-001|MME-SOUTH-03|DATA|001030933164095|995640589704|N/A|10397-172|internet.test|2026-09-03 04:29:48|2026-09-03|6358|2185198|46445517|0.1411|XTS|HOME|RATED|001303702333100|NA
20260903-000265|MED-20260903-001|MSC-NORTH-02|VOICE|001060410332147|990035366464|991416082235|55789-112|NULL|2026-09-03 17:40:46|2026-09-03|3586|||5.6768|XTS|HOME|RATED|001322734755030|MOC
20260903-000266|MED-20260903-001|MSC-NORTH-01|VOICE|001190356886398|996758769470|998785648831|55803-079|NULL|2026-09-03 16:39:13|2026-09-03|825||||XTS|HOME|UNRATED|006424308459650|MOC
20260903-000267|MED-20260903-001|MSC-NORTH-01|VOICE|001060430101339|997251492373|995440296440|52014-048|NULL|2026-09-03 21:15:34|2026-09-03|577|||0.6456|XTS|INTL|RATED|005103783082180|MOC
20260903-000268|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060169329902|997512039708|N/A|35663-238|internet.test|2026-09-03 10:12:57|2026-09-03|1165|2022697|29990419|0.2944|XTS|INTL|RATED|009238560404010|NA
20260903-000269|MED-20260903-001|MME-SOUTH-03|DATA|001060438512270|995919544249|N/A|07162-002|mms.test|2026-09-03 20:24:43|2026-09-03|542|4157282|56167081|0.9157|XTS|HOME|RATED|007408591701380|NA
20260903-000270|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190839384905|991288530100|N/A|47071-008|ims.test|2026-09-03 00:16:58|2026-09-03|530|4542794|24875984|0.2971|XTS|INTL|RATED|007586067040690|NA
20260903-000271|MED-20260903-001|MSC-NORTH-01|SMS|001060351179813|994597418727|994251405581|31837-102|NULL|2026-09-03 10:39:42|2026-09-03|0|||0.0584|XTS|HOME|RATED|009485043007300|MOC
20260903-000272|MED-20260903-001|MSC-NORTH-02|VOICE|001190082994891|995318392650|993451754886|01881-079|NULL|2026-09-03 04:57:33|2026-09-03|785|||0.4644|XTS|HOME|RATED|005124284384520|MOC
20260903-000273|MED-20260903-001|MSC-NORTH-01|SMS|001030212629425|993338830223|994245774834|32503-036|NULL|2026-09-03 17:12:34|2026-09-03|0|||0.0420|XTS|NATIONAL|RATED|001360099798930|MTC
20260903-000274|MED-20260903-001|MSC-NORTH-02|VOICE|001060141990682|998628901134|993779998622|56131-189|NULL|2026-09-03 01:40:03|2026-09-03|376|||1.6255|XTS|HOME|RATED|001629194637270|MOC
20260903-000275|MED-20260903-001|MSC-NORTH-01|SMS|001030912557166|990739454802|999177436791|63515-226|NULL|2026-09-03 08:34:05|2026-09-03|0|||0.0466|XTS|HOME|RATED|006512966271390|MOC
20260903-000276|MED-20260903-001|MSC-NORTH-01|VOICE|001060438512270|995919544249|999309017786|46073-050|NULL|2026-09-03 08:55:13|2026-09-03|2727|||9.2394|XTS|INTL|RATED|007408591701380|MTC
20260903-000277|MED-20260903-001|MSC-NORTH-02|SMS|001030261839958|996710829364|992173139757|50770-069|NULL|2026-09-03 12:08:12|2026-09-03|0|||0.0127|XTS|NATIONAL|RATED|008450669690820|MTC
20260903-000278|MED-20260903-001|MSC-NORTH-02|VOICE|001060141990682|998628901134|994557436553|45117-066|NULL|2026-09-03 05:15:20|2026-09-03|3137|||2.8969|XTS|HOME|RATED|001629194637270|MOC
20260903-000279|MED-20260903-001|MSC-NORTH-02|SMS|001060438512270|995919544249|995570019260|33511-167|NULL|2026-09-03 20:10:10|2026-09-03|0|||0.0451|XTS|NATIONAL|RATED|007408591701380|MTC
20260903-000280|MED-20260903-001|MSC-NORTH-01|SMS|001190487757226|999444982361|995418638085|45333-124|NULL|2026-09-03 08:08:51|2026-09-03|0|||0.0425|XTS|NATIONAL|RATED|009688088913810|MTC
20260903-000281|MED-20260903-001|MME-SOUTH-03|DATA|001190048928293|993451754886|N/A|33915-016|internet.test|2026-09-03 19:51:52|2026-09-03|5749|3812352|18804356|0.0230|XTS|NATIONAL|RATED|004094455324500|NA
20260903-000282|MED-20260903-001|MME-SOUTH-03|DATA|001190629732583|993305991642|N/A|10449-089|ims.test|2026-09-03 04:37:35|2026-09-03|766|1853229|71821621|0.1496|XTS|NATIONAL|RATED|007096227055620|NA
20260903-000283|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060410332147|990035366464|N/A|17052-230|mms.test|2026-09-03 19:52:13|2026-09-03|4924|1613071|68340193|0.9567|XTS|HOME|RATED|001322734755030|NA
20260903-000284|MED-20260903-001|MSC-NORTH-02|VOICE|001030043728830|994901947488|995418638085|18720-211|NULL|2026-09-03 23:24:04|2026-09-03|3061||||XTS|HOME|UNRATED|002439802156580|MOC
20260903-000285|MED-20260903-001|MSC-NORTH-01|SMS|001060908892595|990190974659|992194170638|49798-237|NULL|2026-09-03 23:10:30|2026-09-03|0|||0.0689|XTS|HOME|RATED|003873888224100|MOC
20260903-000286|MED-20260903-001|MME-SOUTH-03|DATA|001060869806914|997792192843|N/A|14335-098|internet.test|2026-09-03 21:36:00|2026-09-03|4518|1874598|29800504|0.2923|XTS|HOME|RATED|007763384210110|NA
20260903-000287|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060445008592|990487239781|N/A|57343-235|mms.test|2026-09-03 19:36:51|2026-09-03|6530|3713744|24748348|0.1948|XTS|INTL|SUSPENSE|005478829861160|NA
20260903-000288|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060828754868|993690604339|N/A|56807-135|mms.test|2026-09-03 18:28:36|2026-09-03|7139|4706648|44719735|0.8733|XTS|HOME|SUSPENSE|008739622842910|NA
20260903-000289|MED-20260903-001|MSC-NORTH-02|VOICE|001030730012612|993976433400|999242067613|59106-134|NULL|2026-09-03 23:18:50|2026-09-03|944|||0.9628|XTS|HOME|RATED|004684387205960|MOC
20260903-000290|MED-20260903-001|MME-SOUTH-03|DATA|001060059855845|994919985164|N/A|61786-117|internet.test|2026-09-03 09:24:02|2026-09-03|4998|3536607|18581938|0.1849|XTS|HOME|RATED|005365648479430|NA
20260903-000291|MED-20260903-001|MSC-NORTH-02|VOICE|001190169112955|995923189224|991885999154|18617-164|NULL|2026-09-03 23:53:36|2026-09-03|1820|||2.7005|XTS|HOME|RATED|001972117556340|MTC
20260903-000292|MED-20260903-001|MSC-NORTH-01|SMS|001190453266469|999091298005|996043263268|59423-067|NULL|2026-09-03 16:09:02|2026-09-03|0|||0.0228|XTS|HOME|RATED|000049609349850|MOC
20260903-000293|MED-20260903-001|MSC-NORTH-01|VOICE|001030681618726|993040165538|997792192843|04290-135|NULL|2026-09-03 05:15:39|2026-09-03|2581|||2.8147|XTS|NATIONAL|RATED|009191406885570|MTC
20260903-000294|MED-20260903-001|MSC-NORTH-01|VOICE|001190996780776|990538775866|999923813805|38973-177|NULL|2026-09-03 14:22:08|2026-09-03|13|||0.0298|XTS|INTL|RATED|009026849471510|MOC
20260903-000295|MED-20260903-001|MSC-NORTH-02|VOICE|001060282524336|993458429484|996249693969|50853-044|NULL|2026-09-03 04:13:32|2026-09-03|3528|||3.9740|XTS|INTL|RATED|008388771079920|MTC
20260903-000296|MED-20260903-001|MSC-NORTH-01|VOICE|001060547317072|993812966525|990538775866|03601-157|NULL|2026-09-03 22:13:20|2026-09-03|3309|||1.6445|XTS|HOME|RATED|005263410475220|MOC
20260903-000297|MED-20260903-001|MSC-NORTH-01|VOICE|001190074570258|992427701693|992194170638|13231-006|NULL|2026-09-03 12:36:05|2026-09-03|3376|||12.0859|XTS|INTL|RATED|009104329982620|MOC
20260903-000298|MED-20260903-001|MSC-NORTH-01|VOICE|001060160866323|992547979762|992949062724|30294-029|NULL|2026-09-03 20:22:42|2026-09-03|188|||0.9129|XTS|HOME|RATED|000231314270700|MTC
20260903-000299|MED-20260903-001|MME-SOUTH-03|DATA|001060412817548|992173139757|N/A|65195-019|ims.test|2026-09-03 08:05:02|2026-09-03|3137|1759187|52341539|0.8076|XTS|HOME|RATED|009853648237910|NA
20260903-000300|MED-20260903-001|MSC-NORTH-02|VOICE|001190069404531|994245774834|999616164682|04075-140|NULL|2026-09-03 07:02:49|2026-09-03|975|||3.4592|XTS|HOME|RATED|007980344633590|MTC
20260903-000301|MED-20260903-001|MSC-NORTH-02|SMS|001060430101339|997251492373|991288530100|29527-233|NULL|2026-09-03 14:12:43|2026-09-03|0|||0.0633|XTS|INTL|RATED|005103783082180|MTC
20260903-000302|MED-20260903-001|MME-SOUTH-03|DATA|001060214937950|991799787646|N/A|39477-189|mms.test|2026-09-03 09:09:50|2026-09-03|5999|4403151|27444865|0.4069|XTS|HOME|RATED|005010525354870|NA
20260903-000303|MED-20260903-001|MSC-NORTH-02|SMS|001060971195721|999309017786|991416082235|24819-056|NULL|2026-09-03 23:45:31|2026-09-03|0|||0.0711|XTS|NATIONAL|RATED|004835046995440|MTC
20260903-000304|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190333710545|997997333824|N/A|34266-255|internet.test|2026-09-03 10:09:40|2026-09-03|2434|778058|31139591|0.4495|XTS|HOME|RATED|009696440956200|NA
20260903-000305|MED-20260903-001|MSC-NORTH-01|VOICE|001060964902230|999216047934|992037905500|35955-096|NULL|2026-09-03 02:35:43|2026-09-03|1440|||3.1105|XTS|HOME|RATED|007118800705950|MOC
20260903-000306|MED-20260903-001|MSC-NORTH-01|VOICE|001030039469092|990817957468|991661432375|18983-018|NULL|2026-09-03 08:58:39|2026-09-03|452|||0.8006|XTS|NATIONAL|RATED|008677120476850|MTC
20260903-000307|MED-20260903-001|MSC-NORTH-02|VOICE|001030370732453|994251405581|996663876371|29710-143|NULL|2026-09-03 01:33:22|2026-09-03|473|||1.8878|XTS|HOME|RATED|005477444028100|MTC
20260903-000308|MED-20260903-001|MME-SOUTH-03|DATA|001190082994891|995318392650|N/A|39441-108|internet.test|2026-09-03 11:22:59|2026-09-03|2248|3395698|32529152|0.3095|XTS|INTL|RATED|005124284384520|NA
20260903-000309|MED-20260903-001|MSC-NORTH-01|VOICE|001030584926859|992194170638|998631373554|04071-120|NULL|2026-09-03 01:15:21|2026-09-03|971|||2.3065|XTS|NATIONAL|RATED|006207688158530|MOC
20260903-000310|MED-20260903-001|MSC-NORTH-01|VOICE|001030589007232|992157628747|991661432375|65453-243|NULL|2026-09-03 03:58:24|2026-09-03|1033|||1.0704|XTS|INTL|RATED|006721207910690|MTC
20260903-000311|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030370732453|994251405581|N/A|23742-062|mms.test|2026-09-03 20:48:23|2026-09-03|4027|3976589|49963311|0.2986|XTS|HOME|SUSPENSE|005477444028100|NA
20260903-000312|MED-20260903-001|MSC-NORTH-02|VOICE|001190202181710|991765712921|999616164682|59797-131|NULL|2026-09-03 06:11:54|2026-09-03|2775||||XTS|HOME|UNRATED|000406851935850|MOC
20260903-000313|MED-20260903-001|MSC-NORTH-02|VOICE|001190947871096|997701297274|994470438935|52965-064|NULL|2026-09-03 11:43:44|2026-09-03|1341|||2.9910|XTS|INTL|RATED|006651978763700|MTC
20260903-000314|MED-20260903-001|MSC-NORTH-01|VOICE|001060869806914|997792192843|990190974659|04787-014|NULL|2026-09-03 23:10:01|2026-09-03|1479|||4.6186|XTS|HOME|SUSPENSE|007763384210110|MTC
20260903-000315|MED-20260903-001|MSC-NORTH-01|SMS|001190839384905|991288530100|990035366464|48445-152|NULL|2026-09-03 14:42:48|2026-09-03|0|||0.0452|XTS|HOME|RATED|007586067040690|MTC
20260903-000316|MED-20260903-001|MSC-NORTH-02|VOICE|001190453266469|999091298005|995440296440|05010-105|NULL|2026-09-03 21:06:24|2026-09-03|2512|||3.3705|XTS|INTL|RATED|000049609349850|MOC
20260903-000317|MED-20260903-001|MSC-NORTH-02|VOICE|001030765852653|999177436791|994919985164|39838-219|NULL|2026-09-03 03:16:49|2026-09-03|1559|||5.5500|XTS|HOME|RATED|005750239755290|MOC
20260903-000318|MED-20260903-001|MSC-NORTH-02|SMS|001060445008592|990487239781|992080399991|18090-171|NULL|2026-09-03 18:19:33|2026-09-03|0|||0.0298|XTS|HOME|RATED|005478829861160|MOC
20260903-000319|MED-20260903-001|MSC-NORTH-02|VOICE|001190182975014|993047726996|999216047934|02245-086|NULL|2026-09-03 11:03:13|2026-09-03|3182|||13.4123|XTS|NATIONAL|RATED|007050391447810|MTC
20260903-000320|MED-20260903-001|MSC-NORTH-01|VOICE|001190333710545|997997333824|995206642800|49768-231|NULL|2026-09-03 15:25:45|2026-09-03|1944|||6.5061|XTS|HOME|RATED|009696440956200|MTC
20260903-000321|MED-20260903-001|MSC-NORTH-01|SMS|001190255630605|995206642800|991643713661|18869-204|NULL|2026-09-03 10:02:38|2026-09-03|0|||0.0122|XTS|INTL|RATED|004975706765320|MOC
20260903-000322|MED-20260903-001|MSC-NORTH-01|VOICE|001060908892595|990190974659|993047726996|38098-049|NULL|2026-09-03 16:38:59|2026-09-03|129|||0.6685|XTS|HOME|RATED|003873888224100|MOC
20260903-000323|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030462989512|999119172479|N/A|16074-121|mms.test|2026-09-03 12:41:19|2026-09-03|5771|4328845|40298013|0.1286|XTS|INTL|RATED|008378658779680|NA
20260903-000324|MED-20260903-001|MSC-NORTH-02|VOICE|001030095827666|994981415729|999352170551|54456-057|NULL|2026-09-03 22:57:56|2026-09-03|1931|||5.7662|XTS|HOME|RATED|008871339450980|MTC
20260903-000325|MED-20260903-001|MSC-NORTH-02|VOICE|001060518712923|995514007981|992250805395|01284-213|NULL|2026-09-03 03:33:10|2026-09-03|2101|||7.7813|XTS|INTL|RATED|007981020874830|MTC
20260903-000326|MED-20260903-001|MSC-NORTH-01|SMS|001030212629425|993338830223|997378205315|14998-097|NULL|2026-09-03 23:27:49|2026-09-03|0|||0.0100|XTS|HOME|RATED|001360099798930|MOC
20260903-000327|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190249458577|991661432375|N/A|38401-191|internet.test|2026-09-03 21:31:24|2026-09-03|1728|4980423|63454821|1.2990|XTS|HOME|RATED|001902729986320|NA
20260903-000328|MED-20260903-001|MME-SOUTH-03|DATA|001190472993076|999923813805|N/A|59428-122|internet.test|2026-09-03 22:52:49|2026-09-03|879|1770649|59679704|0.5529|XTS|HOME|RATED|004072451944760|NA
20260903-000329|MED-20260903-001|MSC-NORTH-02|SMS|001030774697488|998739484079|990190974659|22122-052|NULL|2026-09-03 04:45:48|2026-09-03|0|||0.0761|XTS|NATIONAL|RATED|000100412711400|MTC
20260903-000330|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190350824406|991643713661|N/A|40067-086|mms.test|2026-09-03 02:30:22|2026-09-03|6988|2292598|6509096|0.1425|XTS|INTL|RATED|002022618847460|NA
20260903-000331|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060518712923|995514007981|N/A|60717-138|mms.test|2026-09-03 01:21:19|2026-09-03|2669|4226391|73748366|0.9487|XTS|HOME|RATED|007981020874830|NA
20260903-000332|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030584926859|992194170638|N/A|55764-043|internet.test|2026-09-03 18:00:27|2026-09-03|1359|4017171|67422418|0.3010|XTS|INTL|RATED|006207688158530|NA
20260903-000333|MED-20260903-001|MSC-NORTH-02|VOICE|001060147327703|992949062724|998857840092|11834-086|NULL|2026-09-03 10:29:01|2026-09-03|1569|||0.6185|XTS|NATIONAL|RATED|007804492603500|MTC
20260903-000334|MED-20260903-001|MSC-NORTH-02|VOICE|001030039469092|990817957468|993587389777|04199-227|NULL|2026-09-03 21:01:14|2026-09-03|1374|||0.6324|XTS|HOME|RATED|008677120476850|MTC
20260903-000335|MED-20260903-001|MSC-NORTH-02|VOICE|001060849015137|999242067613|999177436791|12276-241|NULL|2026-09-03 09:53:12|2026-09-03|2364||||XTS|HOME|UNRATED|009160997903410|MTC
20260903-000336|MED-20260903-001|MSC-NORTH-02|VOICE|001190932964683|998833460958|993591368197|43969-151|NULL|2026-09-03 02:06:26|2026-09-03|1934|||1.4930|XTS|NATIONAL|RATED|007819902760600|MTC
20260903-000337|MED-20260903-001|MSC-NORTH-01|VOICE|001030828238830|991611975488|993587389777|38288-250|NULL|2026-09-03 01:00:50|2026-09-03|1514|||0.7688|XTS|INTL|RATED|000678257334830|MOC
20260903-000338|MED-20260903-001|MSC-NORTH-02|VOICE|001190181234993|998937849189|995452561109|52909-057|NULL|2026-09-03 03:54:48|2026-09-03|3128|||9.5756|XTS|HOME|RATED|002490695318550|MTC
20260903-000339|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190284162151|995943285693|N/A|23577-171|mms.test|2026-09-03 15:16:28|2026-09-03|6688|3617624|69890119|0.3713|XTS|HOME|RATED|009939041591500|NA
20260903-000340|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190932964683|998833460958|N/A|60449-071|mms.test|2026-09-03 00:19:05|2026-09-03|79|3783336|47196538|0.9370|XTS|HOME|RATED|007819902760600|NA
20260903-000341|MED-20260903-001|MME-SOUTH-03|DATA|001190546812816|998857840092|N/A|58932-083|internet.test|2026-09-03 20:18:37|2026-09-03|5581|3817070|27089144|0.0883|XTS|HOME|RATED|000037707783370|NA
20260903-000342|MED-20260903-001|MSC-NORTH-01|VOICE|001060849015137|999242067613|995440296440|39573-236|NULL|2026-09-03 13:43:36|2026-09-03|1218|||1.1981|XTS|HOME|RATED|009160997903410|MOC
20260903-000343|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030032361279|994752517356|N/A|05071-243|ims.test|2026-09-03 08:36:03|2026-09-03|6248|2870445|14259550|0.0540|XTS|HOME|RATED|003957635726570|NA
20260903-000344|MED-20260903-001|MSC-NORTH-01|VOICE|001190530106775|997378205315|991288530100|37023-048|NULL|2026-09-03 15:54:53|2026-09-03|2600|||13.8591|XTS|INTL|RATED|004290406184050|MTC
20260903-000345|MED-20260903-001|MSC-NORTH-02|SMS|001030037262008|995418638085|992863836031|18397-187|NULL|2026-09-03 22:52:45|2026-09-03|0|||0.0489|XTS|HOME|RATED|009560680673040|MOC
20260903-000346|MED-20260903-001|SGSN-CENTRAL-01|DATA|001190143710483|992105160972|N/A|63363-041|mms.test|2026-09-03 02:58:55|2026-09-03|4436|3681246|64043328|1.0384|XTS|INTL|RATED|000236329962700|NA
20260903-000347|MED-20260903-001|MSC-NORTH-01|VOICE|001190578942420|999724021922|992105160972|30303-230|NULL|2026-09-03 03:04:37|2026-09-03|973|||1.7295|XTS|NATIONAL|SUSPENSE|000782308681470|MOC
20260903-000348|MED-20260903-001|MSC-NORTH-01|SMS|001030774697488|998739484079|992173139757|02651-191|NULL|2026-09-03 02:47:35|2026-09-03|0|||0.0482|XTS|HOME|RATED|000100412711400|MOC
20260903-000349|MED-20260903-001|MSC-NORTH-01|SMS|001060632913611|992074868336|999346833248|05617-157|NULL|2026-09-03 01:04:14|2026-09-03|0|||0.0252|XTS|HOME|RATED|004893347183810|MTC
20260903-000350|MED-20260903-001|MSC-NORTH-01|VOICE|001190453266469|999091298005|998739484079|58880-018|NULL|2026-09-03 20:06:07|2026-09-03|601|||1.3258|XTS|HOME|RATED|000049609349850|MTC
20260903-000351|MED-20260903-001|MSC-NORTH-01|SMS|001030122800240|992105972037|992441843169|04381-115|NULL|2026-09-03 12:12:56|2026-09-03|0||||XTS|NATIONAL|UNRATED|007760956881450|MOC
20260903-000352|MED-20260903-001|MSC-NORTH-01|SMS|001060877076625|998464181049|997251492373|56935-041|NULL|2026-09-03 13:07:48|2026-09-03|0|||0.0730|XTS|HOME|RATED|005623917509070|MOC
20260903-000353|MED-20260903-001|MSC-NORTH-02|VOICE|001060412817548|992173139757|998999107484|03488-132|NULL|2026-09-03 12:53:46|2026-09-03|591|||1.6589|XTS|NATIONAL|RATED|009853648237910|MOC
20260903-000354|MED-20260903-001|MSC-NORTH-02|SMS|001190774607106|992900941360|992157628747|40559-195|NULL|2026-09-03 20:08:46|2026-09-03|0|||0.0792|XTS|INTL|SUSPENSE|005985511759390|MTC
20260903-000355|MED-20260903-001|MSC-NORTH-01|VOICE|001190436189916|996043263268|993458429484|48116-154|NULL|2026-09-03 02:49:07|2026-09-03|2611|||5.9247|XTS|NATIONAL|RATED|004052933080930|MOC
20260903-000356|MED-20260903-001|MSC-NORTH-02|VOICE|001190774607106|992900941360|995590372103|46036-000|NULL|2026-09-03 04:27:07|2026-09-03|1864|||1.2782|XTS|HOME|RATED|005985511759390|MTC
20260903-000357|MED-20260903-001|MSC-NORTH-02|VOICE|001190181234993|998937849189|997792192843|49569-119|NULL|2026-09-03 03:00:26|2026-09-03|454|||0.2819|XTS|INTL|RATED|002490695318550|MOC
20260903-000358|MED-20260903-001|MME-SOUTH-03|DATA|001190465842456|994536808028|N/A|21055-125|ims.test|2026-09-03 12:06:30|2026-09-03|2040|2699423|64756531|0.3081|XTS|INTL|RATED|001971979542370|NA
20260903-000359|MED-20260903-001|MSC-NORTH-02|SMS|001190284162151|995943285693|994597418727|03646-135|NULL|2026-09-03 21:52:00|2026-09-03|0|||0.0595|XTS|NATIONAL|RATED|009939041591500|MTC
20260903-000360|MED-20260903-001|SGSN-CENTRAL-01|DATA|001030584926859|992194170638|N/A|59705-014|mms.test|2026-09-03 10:23:24|2026-09-03|1999|4359059|6072980|0.0666|XTS|INTL|RATED|006207688158530|NA
20260903-000361|MED-20260903-001|MSC-NORTH-02|SMS|001060072721772|999448545187|994470438935|27230-095|NULL|2026-09-03 13:45:08|2026-09-03|0|||0.0729|XTS|HOME|RATED|000170641856570|MOC
20260903-000362|MED-20260903-001|MSC-NORTH-01|SMS|001060410332147|990035366464|998739484079|64961-034|NULL|2026-09-03 18:51:01|2026-09-03|0|||0.0744|XTS|NATIONAL|RATED|001322734755030|MTC
20260903-000363|MED-20260903-001|MSC-NORTH-01|VOICE|001190465842456|994536808028|997997637502|41033-029|NULL|2026-09-03 14:59:15|2026-09-03|933|||2.2958|XTS|HOME|SUSPENSE|001971979542370|MTC
20260903-000364|MED-20260903-001|SGSN-CENTRAL-01|DATA|001060877076625|998464181049|N/A|14648-028|ims.test|2026-09-03 11:52:27|2026-09-03|1785|2169018|12937366|0.0452|XTS|NATIONAL|RATED|005623917509070|NA
20260903-000365|MED-20260903-001|MSC-NORTH-01|VOICE|001060896761981|993779998622|997051071977|56846-180|NULL|2026-09-03 19:29:09|2026-09-03|231|||0.9804|XTS|HOME|RATED|009131849971390|MTC
20260903-000366|MED-20260903-001|MSC-NORTH-02|VOICE|001190674689167|992037905500|995418638085|49994-015|NULL|2026-09-03 08:37:57|2026-09-03|2422|||5.7971|XTS|HOME|RATED|006898120800340|MTC
20260903-000367|MED-20260903-001|MSC-NORTH-01|SMS|001190529206980|999346833248|998937849189|07223-139|NULL|2026-09-03 13:29:03|2026-09-03|0||||XTS|NATIONAL|UNRATED|004708171664940|MTC
20260903-000368|MED-20260903-001|MSC-NORTH-02|VOICE|001060169329902|997512039708|999177436791|44224-049|NULL|2026-09-03 02:55:17|2026-09-03|909|||3.3392|XTS|HOME|RATED|009238560404010|MTC
20260903-000369|MED-20260903-001|MME-SOUTH-03|DATA|001190996780776|990538775866|N/A|31666-133|mms.test|2026-09-03 13:26:07|2026-09-03|4344|1370098|19084227|0.2122|XTS|INTL|RATED|009026849471510|NA
20260903-000370|MED-20260903-001|MSC-NORTH-02|SMS|001030730012612|993976433400|994470438935|38416-237|NULL|2026-09-03 13:16:11|2026-09-03|0|||0.0698|XTS|INTL|RATED|004684387205960|MOC
20260903-000371|MED-20260903-001|MSC-NORTH-01|SMS|001030828238830|991611975488|990035366464|19165-246|NULL|2026-09-03 22:09:10|2026-09-03|0|||0.0262|XTS|HOME|RATED|000678257334830|MTC
20260903-000372|MED-20260903-001|MME-SOUTH-03|DATA|001190143710483|992105160972|N/A|15546-147|internet.test|2026-09-03 02:06:15|2026-09-03|7172|2805002|13154691|0.0535|XTS|NATIONAL|RATED|000236329962700|NA
20260903-000373|MED-20260903-001|MSC-NORTH-01|VOICE|001060845870572|999493923963|993305991642|16498-092|NULL|2026-09-03 20:13:21|2026-09-03|1864|||10.3123|XTS|NATIONAL|RATED|003835019120490|MTC
20260903-000374|MED-20260903-001|MME-SOUTH-03|DATA|001190589758155|991140296072|N/A|22341-087|mms.test|2026-09-03 18:47:44|2026-09-03|54|151735|75094666|0.8238|XTS|INTL|RATED|008740977604160|NA
