# post-mediated xDR export — synthetic, generated by gen-postmed-xdr.py
REC_SEQ|MED_FILE_ID|SWITCH_ID|REC_TYPE|IMSI|MSISDN|OTHER_PARTY|CELL_ID|APN|START_AT|EVENT_DATE|DURATION_SEC|BYTES_UP|BYTES_DOWN|RATED_AMOUNT|CURRENCY|ROAM_FLAG|MED_STATUS
20260901-000274|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030760008651|995751525226|N/A|46279-050|mms.test|2026-09-01 11:32:55|2026-09-01|3783|3184832|50103116|0.7604|XTS|HOME|RATED
20260901-000275|MED-20260901-001|MME-SOUTH-03|DATA|001190450567959|990348440761|N/A|31805-065|internet.test|2026-09-01 22:13:28|2026-09-01|174|1251952|52299314|0.7769|XTS|HOME|RATED
20260901-000276|MED-20260901-001|MME-SOUTH-03|DATA|001030852410493|991651148785|N/A|62342-046|mms.test|2026-09-01 10:39:39|2026-09-01|797|1255581|54051306||XTS|NATIONAL|UNRATED
20260901-000277|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030364419403|998956178705|N/A|03437-066|internet.test|2026-09-01 09:34:20|2026-09-01|4640|195361|66074082|0.3732|XTS|HOME|RATED
20260901-000278|MED-20260901-001|MSC-NORTH-02|SMS|001060756255247|991749469527|995905685799|20076-249|NULL|2026-09-01 10:47:04|2026-09-01|0|||0.0351|XTS|NATIONAL|RATED
20260901-000279|MED-20260901-001|MSC-NORTH-02|VOICE|001030890638889|991104115985|997035561991|28669-045|NULL|2026-09-01 04:56:47|2026-09-01|2689|||1.3819|XTS|HOME|RATED
20260901-000280|MED-20260901-001|MSC-NORTH-01|VOICE|001030842857505|990592675946|996628712251|17909-042|NULL|2026-09-01 16:53:43|2026-09-01|2193|||9.9276|XTS|NATIONAL|RATED
20260901-000281|MED-20260901-001|MSC-NORTH-02|SMS|001190640311932|998549819500|995208898997|05730-237|NULL|2026-09-01 14:13:04|2026-09-01|0|||0.0595|XTS|HOME|RATED
20260901-000282|MED-20260901-001|MSC-NORTH-01|VOICE|001190777822148|992100987463|997192929341|43834-035|NULL|2026-09-01 23:07:11|2026-09-01|2980|||14.8427|XTS|HOME|RATED
20260901-000283|MED-20260901-001|MSC-NORTH-01|SMS|001060358121078|993180053768|993652132729|61573-203|NULL|2026-09-01 21:02:42|2026-09-01|0|||0.0150|XTS|HOME|RATED
20260901-000284|MED-20260901-001|MSC-NORTH-01|SMS|001190156889703|994685187176|990625262591|33789-236|NULL|2026-09-01 17:16:12|2026-09-01|0|||0.0214|XTS|HOME|RATED
20260901-000285|MED-20260901-001|MSC-NORTH-01|SMS|001030403213457|994600903585|997948809623|10349-251|NULL|2026-09-01 06:03:25|2026-09-01|0|||0.0201|XTS|INTL|RATED
20260901-000286|MED-20260901-001|MSC-NORTH-02|SMS|001190081985438|992215381876|993896133437|25779-158|NULL|2026-09-01 17:27:36|2026-09-01|0||||XTS|NATIONAL|UNRATED
20260901-000287|MED-20260901-001|MSC-NORTH-01|VOICE|001190151237446|998972011653|992869656301|45518-032|NULL|2026-09-01 04:56:44|2026-09-01|2739|||15.3335|XTS|INTL|RATED
20260901-000288|MED-20260901-001|MSC-NORTH-02|VOICE|001190945634490|998575672067|996291373320|58950-134|NULL|2026-09-01 23:02:24|2026-09-01|2021|||2.6877|XTS|HOME|RATED
20260901-000289|MED-20260901-001|MSC-NORTH-02|SMS|001190162539214|998051893923|990921981389|20521-194|NULL|2026-09-01 07:17:47|2026-09-01|0||||XTS|HOME|UNRATED
20260901-000290|MED-20260901-001|MSC-NORTH-01|SMS|001190890652564|997621748430|991506972249|23949-205|NULL|2026-09-01 17:09:51|2026-09-01|0|||0.0289|XTS|INTL|RATED
20260901-000291|MED-20260901-001|MSC-NORTH-01|VOICE|001190256657956|995984244342|999062611767|12592-188|NULL|2026-09-01 10:04:37|2026-09-01|460|||2.1383|XTS|HOME|RATED
20260901-000292|MED-20260901-001|MME-SOUTH-03|DATA|001030837140266|997061120352|N/A|44148-018|ims.test|2026-09-01 12:34:28|2026-09-01|4887|4777300|78970147|1.1840|XTS|INTL|RATED
20260901-000293|MED-20260901-001|MSC-NORTH-01|VOICE|001060056979712|995603132986|993131702741|64260-179|NULL|2026-09-01 06:01:39|2026-09-01|1588|||1.4978|XTS|INTL|RATED
20260901-000294|MED-20260901-001|MSC-NORTH-02|VOICE|001060819150342|993276632130|994202828894|57927-236|NULL|2026-09-01 18:08:23|2026-09-01|723|||2.0822|XTS|HOME|RATED
20260901-000295|MED-20260901-001|MSC-NORTH-01|SMS|001030207527327|995378912386|993854286378|31248-193|NULL|2026-09-01 21:34:20|2026-09-01|0|||0.0291|XTS|HOME|RATED
20260901-000296|MED-20260901-001|MSC-NORTH-01|VOICE|001030490978464|998660897723|997499878465|38984-223|NULL|2026-09-01 12:27:27|2026-09-01|2590|||14.7770|XTS|HOME|RATED
20260901-000297|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030738119733|990583096777|N/A|37736-134|internet.test|2026-09-01 22:45:06|2026-09-01|4634|2210646|47048935|0.1186|XTS|HOME|RATED
20260901-000298|MED-20260901-001|MSC-NORTH-01|SMS|001190946138711|997083831477|995663735792|24689-097|NULL|2026-09-01 06:34:55|2026-09-01|0|||0.0434|XTS|HOME|RATED
20260901-000299|MED-20260901-001|MSC-NORTH-01|VOICE|001030334692889|991631338410|994648238270|03442-132|NULL|2026-09-01 02:50:27|2026-09-01|7|||0.0378|XTS|INTL|RATED
20260901-000300|MED-20260901-001|MSC-NORTH-01|SMS|001060211564610|993767933302|993606883188|36781-039|NULL|2026-09-01 19:57:48|2026-09-01|0|||0.0577|XTS|INTL|RATED
20260901-000301|MED-20260901-001|MSC-NORTH-02|SMS|001060660260592|992546463809|994649370191|23517-180|NULL|2026-09-01 18:21:10|2026-09-01|0|||0.0312|XTS|INTL|RATED
20260901-000302|MED-20260901-001|MSC-NORTH-02|SMS|001030564775047|999466424399|997937966582|47565-047|NULL|2026-09-01 08:37:31|2026-09-01|0|||0.0676|XTS|HOME|RATED
20260901-000303|MED-20260901-001|MSC-NORTH-01|VOICE|001190259090094|994632526807|997734352187|36503-047|NULL|2026-09-01 10:55:20|2026-09-01|202|||0.9924|XTS|HOME|RATED
20260901-000304|MED-20260901-001|MSC-NORTH-01|VOICE|001060298886082|999237828562|992626452850|50484-135|NULL|2026-09-01 11:12:12|2026-09-01|2707|||8.9444|XTS|NATIONAL|RATED
20260901-000305|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060337961933|990952879370|N/A|29436-164|ims.test|2026-09-01 10:18:17|2026-09-01|5737|4974201|62922746|0.1754|XTS|NATIONAL|RATED
20260901-000306|MED-20260901-001|MME-SOUTH-03|DATA|001030417676951|994357485999|N/A|50819-079|internet.test|2026-09-01 13:05:05|2026-09-01|4699|1681836|50772122|0.1586|XTS|NATIONAL|RATED
20260901-000307|MED-20260901-001|MSC-NORTH-02|SMS|001190099218717|996085338500|995116403529|15676-091|NULL|2026-09-01 15:04:12|2026-09-01|0|||0.0668|XTS|INTL|RATED
20260901-000308|MED-20260901-001|MME-SOUTH-03|DATA|001060016855967|995435005994|N/A|05756-254|mms.test|2026-09-01 11:50:09|2026-09-01|338|1994590|19245329|0.2980|XTS|HOME|RATED
20260901-000309|MED-20260901-001|MSC-NORTH-01|VOICE|001190636937311|997526403132|990652487246|46223-216|NULL|2026-09-01 15:53:41|2026-09-01|3487|||16.6248|XTS|NATIONAL|RATED
20260901-000310|MED-20260901-001|MSC-NORTH-01|SMS|001190563226658|994874514591|995913146353|64916-225|NULL|2026-09-01 07:17:26|2026-09-01|0|||0.0374|XTS|NATIONAL|SUSPENSE
20260901-000311|MED-20260901-001|MME-SOUTH-03|DATA|001060107683971|991290247711|N/A|49979-158|mms.test|2026-09-01 10:56:26|2026-09-01|4951|1718743|50760863|0.8700|XTS|INTL|RATED
20260901-000312|MED-20260901-001|MSC-NORTH-02|VOICE|001030309040177|999504240836|991037155112|31001-194|NULL|2026-09-01 17:58:35|2026-09-01|494|||1.4455|XTS|HOME|RATED
20260901-000313|MED-20260901-001|MSC-NORTH-02|SMS|001030735620036|993918437669|998996408669|16126-147|NULL|2026-09-01 07:21:35|2026-09-01|0|||0.0234|XTS|HOME|RATED
20260901-000314|MED-20260901-001|MSC-NORTH-02|VOICE|001190757725527|994708400393|990577186282|02090-117|NULL|2026-09-01 00:19:39|2026-09-01|1987|||3.0370|XTS|HOME|RATED
20260901-000315|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060387848461|991418914463|N/A|62444-219|mms.test|2026-09-01 18:47:44|2026-09-01|3291|3047387|28338810|0.5941|XTS|HOME|RATED
20260901-000316|MED-20260901-001|MSC-NORTH-01|SMS|001030997947740|996681349066|991373569912|17251-011|NULL|2026-09-01 09:57:39|2026-09-01|0||||XTS|HOME|UNRATED
20260901-000317|MED-20260901-001|MME-SOUTH-03|DATA|001060252463256|995056908073|N/A|22068-250|internet.test|2026-09-01 14:17:49|2026-09-01|1549|4485733|16939132|0.0832|XTS|INTL|RATED
20260901-000318|MED-20260901-001|MSC-NORTH-01|VOICE|001030197461597|996651136080|996985595649|08628-035|NULL|2026-09-01 06:09:52|2026-09-01|2711|||14.8130|XTS|HOME|RATED
20260901-000319|MED-20260901-001|MSC-NORTH-01|VOICE|001190813423917|992780929966|995734324862|21459-064|NULL|2026-09-01 16:34:53|2026-09-01|2877||||XTS|HOME|UNRATED
20260901-000320|MED-20260901-001|MSC-NORTH-01|VOICE|001060513635956|993813765505|994034556462|15587-024|NULL|2026-09-01 04:07:40|2026-09-01|547|||1.4943|XTS|HOME|RATED
20260901-000321|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190021499143|998776618424|N/A|31325-077|ims.test|2026-09-01 01:49:42|2026-09-01|4238|4900735|44335618|0.1600|XTS|HOME|RATED
20260901-000322|MED-20260901-001|MME-SOUTH-03|DATA|001060334816410|990793278378|N/A|15594-230|ims.test|2026-09-01 18:37:36|2026-09-01|513|3067651|4921419|0.0093|XTS|HOME|RATED
20260901-000323|MED-20260901-001|MSC-NORTH-02|SMS|001060668893021|996771440866|991987438614|60892-051|NULL|2026-09-01 02:59:30|2026-09-01|0|||0.0652|XTS|HOME|RATED
20260901-000324|MED-20260901-001|MSC-NORTH-01|VOICE|001060301982272|996164861789|999593831084|00948-006|NULL|2026-09-01 01:42:33|2026-09-01|3387|||5.8477|XTS|HOME|RATED
20260901-000325|MED-20260901-001|MSC-NORTH-01|VOICE|001030373843080|996893697969|995799601761|10642-242|NULL|2026-09-01 04:48:28|2026-09-01|2104|||6.1047|XTS|NATIONAL|RATED
20260901-000326|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030182705822|995648177926|N/A|13574-253|mms.test|2026-09-01 18:24:51|2026-09-01|6404|3331700|12064601|0.2385|XTS|HOME|RATED
20260901-000327|MED-20260901-001|MSC-NORTH-02|VOICE|001190951999942|997696040622|993900368301|53957-029|NULL|2026-09-01 07:33:23|2026-09-01|2545|||3.3056|XTS|HOME|RATED
20260901-000328|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030947683108|997411811550|N/A|26601-212|ims.test|2026-09-01 12:00:11|2026-09-01|3093|3733688|38101884|0.3774|XTS|HOME|RATED
20260901-000329|MED-20260901-001|MSC-NORTH-02|VOICE|001190470544410|996382427592|998693165572|21718-145|NULL|2026-09-01 05:24:21|2026-09-01|3159|||13.6006|XTS|HOME|RATED
20260901-000330|MED-20260901-001|MME-SOUTH-03|DATA|001060747931106|996035456625|N/A|60267-134|internet.test|2026-09-01 10:09:34|2026-09-01|4046|3134714|21620506|0.0935|XTS|HOME|RATED
20260901-000331|MED-20260901-001|MSC-NORTH-02|VOICE|001060123634845|998791045056|998312898078|50405-131|NULL|2026-09-01 06:45:36|2026-09-01|1053|||1.9831|XTS|HOME|RATED
20260901-000332|MED-20260901-001|MSC-NORTH-01|VOICE|001190873933559|992147062465|993728098837|38420-174|NULL|2026-09-01 04:22:40|2026-09-01|3023|||17.2980|XTS|HOME|RATED
20260901-000333|MED-20260901-001|MSC-NORTH-02|VOICE|001190131840216|997823959212|998741772441|40500-204|NULL|2026-09-01 06:05:09|2026-09-01|3579|||19.9953|XTS|NATIONAL|RATED
20260901-000334|MED-20260901-001|MSC-NORTH-01|VOICE|001030011889813|995099620495|990463892560|44216-141|NULL|2026-09-01 17:28:43|2026-09-01|332|||0.7864|XTS|NATIONAL|SUSPENSE
20260901-000335|MED-20260901-001|MSC-NORTH-01|SMS|001030967189452|998936354840|992394245839|24829-033|NULL|2026-09-01 03:25:02|2026-09-01|0|||0.0139|XTS|HOME|RATED
20260901-000336|MED-20260901-001|MSC-NORTH-02|SMS|001060585785457|991501250964|999866311258|46318-187|NULL|2026-09-01 23:04:05|2026-09-01|0|||0.0386|XTS|HOME|RATED
20260901-000337|MED-20260901-001|MSC-NORTH-01|SMS|001030573243449|995874077467|996227663970|17794-057|NULL|2026-09-01 07:26:30|2026-09-01|0|||0.0725|XTS|HOME|SUSPENSE
20260901-000338|MED-20260901-001|MSC-NORTH-01|VOICE|001030921834463|995108149526|998883405756|49198-117|NULL|2026-09-01 19:18:30|2026-09-01|2361|||6.7914|XTS|NATIONAL|RATED
20260901-000339|MED-20260901-001|MSC-NORTH-02|VOICE|001030143438269|996132452184|991594574681|14404-217|NULL|2026-09-01 02:48:00|2026-09-01|3294|||16.4107|XTS|HOME|RATED
20260901-000340|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190506079259|998532505448|N/A|00361-193|ims.test|2026-09-01 18:27:09|2026-09-01|3456|3178120|31360181|0.1714|XTS|NATIONAL|RATED
20260901-000341|MED-20260901-001|MME-SOUTH-03|DATA|001190558768959|994441229110|N/A|39280-014|mms.test|2026-09-01 10:38:21|2026-09-01|3588|3576743|59904532|0.9151|XTS|NATIONAL|RATED
20260901-000342|MED-20260901-001|MSC-NORTH-02|SMS|001190040734246|998200754642|994081151358|20540-204|NULL|2026-09-01 04:30:29|2026-09-01|0|||0.0615|XTS|HOME|RATED
20260901-000343|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060050493696|998045255744|N/A|64980-009|ims.test|2026-09-01 06:49:46|2026-09-01|5973|3648358|44642489|0.8748|XTS|HOME|SUSPENSE
20260901-000344|MED-20260901-001|MME-SOUTH-03|DATA|001060849974280|997380044677|N/A|00989-085|internet.test|2026-09-01 20:09:15|2026-09-01|6518|3480406|27799509|0.5058|XTS|INTL|RATED
20260901-000345|MED-20260901-001|MSC-NORTH-02|VOICE|001060064814343|996750108962|997160547757|41605-185|NULL|2026-09-01 05:58:38|2026-09-01|1545|||4.5972|XTS|HOME|RATED
20260901-000346|MED-20260901-001|MSC-NORTH-01|SMS|001060151486604|993414808394|999003697705|14172-202|NULL|2026-09-01 13:54:48|2026-09-01|0|||0.0795|XTS|NATIONAL|RATED
20260901-000347|MED-20260901-001|MSC-NORTH-01|VOICE|001060844699009|990859497064|992975976646|08693-059|NULL|2026-09-01 13:04:36|2026-09-01|318|||0.4950|XTS|NATIONAL|RATED
20260901-000348|MED-20260901-001|MSC-NORTH-01|VOICE|001030720154691|993708704108|992690067799|20538-223|NULL|2026-09-01 06:37:07|2026-09-01|195|||1.0156|XTS|HOME|RATED
20260901-000349|MED-20260901-001|MSC-NORTH-01|SMS|001060528078730|991692026522|993249878880|17525-026|NULL|2026-09-01 01:09:37|2026-09-01|0|||0.0247|XTS|NATIONAL|RATED
20260901-000350|MED-20260901-001|MSC-NORTH-02|SMS|001030777622228|998383407407|993983096403|21804-244|NULL|2026-09-01 07:29:15|2026-09-01|0|||0.0639|XTS|INTL|RATED
20260901-000351|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190135290824|998559684153|N/A|53015-167|mms.test|2026-09-01 01:10:09|2026-09-01|2918|3730750|16884441|0.2152|XTS|HOME|RATED
20260901-000352|MED-20260901-001|MSC-NORTH-02|SMS|001060938626013|995684768983|992907138741|01781-125|NULL|2026-09-01 15:13:45|2026-09-01|0|||0.0662|XTS|NATIONAL|RATED
20260901-000353|MED-20260901-001|MSC-NORTH-02|VOICE|001030553852569|994164724758|990968083603|46235-222|NULL|2026-09-01 17:04:14|2026-09-01|2250|||7.6713|XTS|HOME|RATED
20260901-000354|MED-20260901-001|MSC-NORTH-02|SMS|001030827949576|994108091850|994879781741|48200-117|NULL|2026-09-01 23:29:03|2026-09-01|0|||0.0593|XTS|HOME|RATED
20260901-000355|MED-20260901-001|MME-SOUTH-03|DATA|001060888835870|999155948498|N/A|18088-060|mms.test|2026-09-01 04:07:16|2026-09-01|4997|4214406|26906670|0.4088|XTS|HOME|RATED
20260901-000356|MED-20260901-001|MSC-NORTH-02|SMS|001030805120121|993768722552|994945836916|29708-020|NULL|2026-09-01 07:44:56|2026-09-01|0|||0.0170|XTS|INTL|RATED
20260901-000357|MED-20260901-001|MSC-NORTH-02|SMS|001190843220166|992333099657|999689127818|02545-082|NULL|2026-09-01 06:31:46|2026-09-01|0||||XTS|HOME|UNRATED
20260901-000358|MED-20260901-001|MSC-NORTH-01|VOICE|001030178179693|997919942250|999468697844|15733-239|NULL|2026-09-01 13:56:35|2026-09-01|449|||2.2881|XTS|HOME|RATED
20260901-000359|MED-20260901-001|MSC-NORTH-02|VOICE|001190278696300|995087774748|995513942490|37116-149|NULL|2026-09-01 12:14:30|2026-09-01|3474|||14.9252|XTS|HOME|RATED
20260901-000360|MED-20260901-001|MSC-NORTH-01|VOICE|001030405784027|995156043688|999088815264|25561-109|NULL|2026-09-01 21:53:15|2026-09-01|1614|||7.9679|XTS|HOME|RATED
20260901-000361|MED-20260901-001|MSC-NORTH-01|SMS|001030723038011|997755709976|992261632694|05408-054|NULL|2026-09-01 12:17:12|2026-09-01|0|||0.0510|XTS|INTL|RATED
20260901-000362|MED-20260901-001|MSC-NORTH-02|SMS|001030103268579|997711700091|990435073617|35284-226|NULL|2026-09-01 06:01:00|2026-09-01|0|||0.0182|XTS|HOME|RATED
20260901-000363|MED-20260901-001|MSC-NORTH-01|VOICE|001030840339279|999715392137|994000273018|02967-205|NULL|2026-09-01 12:02:40|2026-09-01|1321|||4.2923|XTS|INTL|RATED
20260901-000364|MED-20260901-001|MSC-NORTH-01|VOICE|001190615459991|993752017073|990161535171|65516-145|NULL|2026-09-01 00:10:22|2026-09-01|2257|||1.4140|XTS|INTL|RATED
20260901-000365|MED-20260901-001|MME-SOUTH-03|DATA|001060709781653|996138820023|N/A|23356-247|internet.test|2026-09-01 20:44:49|2026-09-01|3035|1586|71471079|1.2124|XTS|NATIONAL|RATED
20260901-000366|MED-20260901-001|MSC-NORTH-01|VOICE|001060310383182|995808154428|991653321653|37874-171|NULL|2026-09-01 21:02:55|2026-09-01|1658|||6.0150|XTS|HOME|RATED
20260901-000367|MED-20260901-001|MME-SOUTH-03|DATA|001190963444099|992643429800|N/A|24204-147|internet.test|2026-09-01 07:18:15|2026-09-01|558|2835754|66090688||XTS|INTL|UNRATED
20260901-000368|MED-20260901-001|MSC-NORTH-01|SMS|001030123956610|995142073747|996041061342|13526-115|NULL|2026-09-01 03:09:46|2026-09-01|0|||0.0705|XTS|INTL|RATED
20260901-000369|MED-20260901-001|MSC-NORTH-01|VOICE|001060004016968|996424315288|994056444247|30696-133|NULL|2026-09-01 20:09:34|2026-09-01|177|||1.0171|XTS|HOME|RATED
20260901-000370|MED-20260901-001|MME-SOUTH-03|DATA|001190169122657|990539179084|N/A|16744-107|ims.test|2026-09-01 14:00:54|2026-09-01|3821|4938885|56770433|1.0872|XTS|HOME|RATED
20260901-000371|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060907805966|997330209595|N/A|29074-050|internet.test|2026-09-01 19:11:09|2026-09-01|2028|4897473|32498686|0.1150|XTS|NATIONAL|RATED
20260901-000372|MED-20260901-001|MSC-NORTH-02|VOICE|001060341466667|997449688975|997288619671|31866-247|NULL|2026-09-01 06:31:49|2026-09-01|1237|||1.6578|XTS|HOME|RATED
20260901-000373|MED-20260901-001|MSC-NORTH-02|VOICE|001060252944550|992561728185|995656884437|36287-238|NULL|2026-09-01 07:22:08|2026-09-01|1544|||8.5107|XTS|INTL|RATED
20260901-000374|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030394802853|996534453334|N/A|61120-208|internet.test|2026-09-01 05:50:59|2026-09-01|5372|2817327|3494511|0.0670|XTS|NATIONAL|RATED
20260901-000375|MED-20260901-001|MME-SOUTH-03|DATA|001060621156459|996338666471|N/A|39357-209|ims.test|2026-09-01 15:01:19|2026-09-01|5266|124234|35561577|0.0801|XTS|NATIONAL|RATED
20260901-000376|MED-20260901-001|MSC-NORTH-01|SMS|001190340908430|993714417973|991050274115|34702-117|NULL|2026-09-01 04:06:54|2026-09-01|0|||0.0553|XTS|HOME|RATED
20260901-000377|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060880445019|991113811150|N/A|60609-040|mms.test|2026-09-01 05:37:14|2026-09-01|124|2441632|41549092|0.6710|XTS|NATIONAL|RATED
20260901-000378|MED-20260901-001|MSC-NORTH-02|SMS|001060853677863|996953958900|991540930105|48718-111|NULL|2026-09-01 18:56:32|2026-09-01|0|||0.0422|XTS|NATIONAL|RATED
20260901-000379|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060849231148|996244724264|N/A|16956-120|ims.test|2026-09-01 19:00:29|2026-09-01|3878|1946987|53242189|0.4501|XTS|HOME|RATED
20260901-000380|MED-20260901-001|MSC-NORTH-02|VOICE|001190180053914|991372010730|997266062031|61636-178|NULL|2026-09-01 20:32:48|2026-09-01|2984|||16.4241|XTS|HOME|RATED
20260901-000381|MED-20260901-001|MSC-NORTH-02|SMS|001060035714432|998971586318|998932905097|07561-033|NULL|2026-09-01 12:08:18|2026-09-01|0|||0.0182|XTS|INTL|RATED
20260901-000382|MED-20260901-001|MSC-NORTH-01|VOICE|001030914679266|999910877550|998315924038|47092-216|NULL|2026-09-01 07:48:10|2026-09-01|2949|||7.2626|XTS|INTL|RATED
20260901-000383|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190526594132|990774911783|N/A|18062-001|ims.test|2026-09-01 03:46:39|2026-09-01|2768|1360084|34132362||XTS|NATIONAL|UNRATED
20260901-000384|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060321363653|999149873623|N/A|55794-063|internet.test|2026-09-01 18:46:46|2026-09-01|4348|1260972|23174748|0.2067|XTS|HOME|RATED
20260901-000385|MED-20260901-001|MSC-NORTH-01|SMS|001190702804253|990988719039|991051600159|13930-246|NULL|2026-09-01 21:08:40|2026-09-01|0|||0.0465|XTS|HOME|RATED
20260901-000386|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030168560248|999367546468|N/A|28347-230|ims.test|2026-09-01 07:33:25|2026-09-01|195|4132414|46349820||XTS|HOME|UNRATED
20260901-000387|MED-20260901-001|MME-SOUTH-03|DATA|001060378793323|995740028615|N/A|52048-084|internet.test|2026-09-01 10:12:23|2026-09-01|3757|1964721|19462317||XTS|INTL|UNRATED
20260901-000388|MED-20260901-001|MSC-NORTH-01|SMS|001190995476511|991418067425|991836847941|44690-000|NULL|2026-09-01 04:24:59|2026-09-01|0|||0.0375|XTS|NATIONAL|RATED
20260901-000389|MED-20260901-001|MSC-NORTH-01|VOICE|001060275574245|992443749916|998363697652|22199-139|NULL|2026-09-01 09:08:18|2026-09-01|1335|||5.0874|XTS|HOME|RATED
20260901-000390|MED-20260901-001|MSC-NORTH-02|VOICE|001190906392259|991484087505|990755920357|52888-194|NULL|2026-09-01 10:52:05|2026-09-01|1752|||5.2086|XTS|HOME|RATED
20260901-000391|MED-20260901-001|MSC-NORTH-02|VOICE|001190219472482|993697927131|996061665837|62116-052|NULL|2026-09-01 20:00:17|2026-09-01|207|||0.9858|XTS|NATIONAL|RATED
20260901-000392|MED-20260901-001|MSC-NORTH-02|SMS|001060155092035|994961863471|993262696728|02171-224|NULL|2026-09-01 15:34:06|2026-09-01|0||||XTS|INTL|UNRATED
20260901-000393|MED-20260901-001|MSC-NORTH-02|SMS|001060502486301|999804954993|998210902018|29849-034|NULL|2026-09-01 10:37:19|2026-09-01|0|||0.0427|XTS|HOME|RATED
20260901-000394|MED-20260901-001|MSC-NORTH-01|VOICE|001190952792319|997867792148|990612625446|15297-166|NULL|2026-09-01 22:23:39|2026-09-01|456|||0.2658|XTS|HOME|RATED
20260901-000395|MED-20260901-001|MME-SOUTH-03|DATA|001060420914845|997226498298|N/A|50346-036|mms.test|2026-09-01 01:57:49|2026-09-01|4062|2504789|15580952|0.0886|XTS|INTL|RATED
20260901-000396|MED-20260901-001|MSC-NORTH-01|VOICE|001060982314323|996607209336|998744323156|58967-164|NULL|2026-09-01 07:32:44|2026-09-01|1888|||8.7055|XTS|NATIONAL|RATED
20260901-000397|MED-20260901-001|MME-SOUTH-03|DATA|001190731766650|994727533948|N/A|15731-090|ims.test|2026-09-01 00:17:52|2026-09-01|5658|3582798|26575483||XTS|NATIONAL|UNRATED
20260901-000398|MED-20260901-001|MSC-NORTH-02|VOICE|001060268022986|994424255774|997189936373|43390-011|NULL|2026-09-01 05:00:13|2026-09-01|1409|||6.4053|XTS|HOME|RATED
20260901-000399|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030483332600|993748792976|N/A|06971-236|ims.test|2026-09-01 03:41:45|2026-09-01|2068|170598|73614605|0.2243|XTS|HOME|RATED
20260901-000400|MED-20260901-001|MME-SOUTH-03|DATA|001060691078285|996818985346|N/A|41156-033|mms.test|2026-09-01 16:40:13|2026-09-01|6561|613427|60153265|0.4440|XTS|HOME|RATED
